Transaction_Amount,Transaction_Type,Account_Balance,Device_Type,Location,Merchant_Category,Previous_Fraudulent_Activity,Card_Type,Card_Age,Transaction_Distance,Authentication_Method,Risk_Score,Fraud_Label
65.95,ATM Withdrawal,78651.75,Mobile,Tokyo,Groceries,1,Mastercard,102,1547.87,Biometric,0.3592,0
4.86,ATM Withdrawal,82596.38,Tablet,Tokyo,Groceries,0,Discover,150,4185.19,Biometric,0.4687,0
21.78,POS,15410.27,Laptop,London,Electronics,0,Amex,11,2910.56,Password,0.5376,0
79.7,ATM Withdrawal,52446.39,Mobile,Mumbai,Clothing,0,Mastercard,108,4372.15,Biometric,0.0715,0
27.19,Bank Transfer,43264.6,Tablet,Mumbai,Electronics,0,Visa,185,393.41,Password,0.8538,1
189.65,Online,30080.61,Mobile,New York,Travel,0,Mastercard,135,3340.78,Password,0.382,0
7.69,Bank Transfer,64852.42,Tablet,Mumbai,Groceries,0,Amex,179,422.73,OTP,0.5488,0
153.8,Bank Transfer,28812.18,Mobile,Sydney,Groceries,0,Amex,22,61.79,OTP,0.604,1
86.99,ATM Withdrawal,73024.21,Mobile,Mumbai,Restaurants,0,Discover,183,1740.72,Biometric,0.2304,0
22.23,Online,91177.63,Tablet,Sydney,Restaurants,0,Discover,20,3456.93,PIN,0.6868,0
39.11,ATM Withdrawal,94799.22,Laptop,Mumbai,Groceries,0,Amex,27,937.82,Biometric,0.8018,0
138.86,Bank Transfer,94006.4,Mobile,New York,Travel,1,Amex,217,405.57,Password,0.4618,0
260.7,ATM Withdrawal,65972.65,Mobile,New York,Clothing,0,Visa,17,4913.77,Password,0.9911,1
27.24,POS,93695.84,Laptop,New York,Restaurants,0,Visa,162,4998.48,Biometric,0.7729,0
183.9,POS,31301.38,Mobile,Tokyo,Clothing,0,Amex,89,4588.45,PIN,0.5125,0
159.92,Online,28991.81,Tablet,Sydney,Travel,0,Mastercard,70,3215.56,Biometric,0.3762,0
30.43,ATM Withdrawal,18057.12,Laptop,Tokyo,Travel,0,Mastercard,129,3513.64,Password,0.2898,0
169.26,Online,91218.83,Mobile,London,Restaurants,0,Visa,196,3768.38,Password,0.0697,0
11.22,Bank Transfer,63104.46,Mobile,New York,Electronics,0,Mastercard,161,3318.96,OTP,0.0404,0
31.56,ATM Withdrawal,43240.55,Tablet,London,Restaurants,0,Mastercard,65,2838.76,Password,0.6608,0
134.22,Online,49778.86,Tablet,Tokyo,Restaurants,1,Amex,25,1116.37,OTP,0.8857,1
3.22,POS,33740.79,Tablet,Mumbai,Travel,0,Amex,134,586.26,OTP,0.1267,0
168.19,POS,22079.26,Mobile,Tokyo,Electronics,0,Discover,169,4968.71,Password,0.7145,1
10.05,POS,9809.96,Mobile,Sydney,Electronics,0,Visa,164,4585.93,Biometric,0.0011,0
50.89,Bank Transfer,14864.55,Laptop,Tokyo,Electronics,0,Discover,68,3283.73,OTP,0.5452,0
49.98,Bank Transfer,49737.73,Tablet,London,Electronics,0,Amex,81,1571.4,OTP,0.2245,1
40.72,POS,3589.46,Laptop,New York,Electronics,0,Mastercard,114,230.57,PIN,0.8476,1
222.0,POS,97088.6,Laptop,Sydney,Groceries,0,Amex,213,2052.18,Password,0.2046,1
11.1,Online,84528.68,Mobile,Tokyo,Travel,0,Amex,203,1028.49,OTP,0.7261,0
9.51,Online,60344.05,Tablet,Tokyo,Clothing,0,Visa,191,844.0,Biometric,0.2226,0
45.25,Bank Transfer,62787.66,Mobile,Tokyo,Groceries,0,Mastercard,193,1011.04,Biometric,0.0088,0
169.26,POS,54256.8,Laptop,Sydney,Travel,0,Visa,161,968.29,Password,0.0599,0
196.98,Bank Transfer,14332.67,Mobile,Tokyo,Travel,0,Discover,31,647.69,PIN,0.7787,1
142.32,ATM Withdrawal,19638.86,Mobile,New York,Clothing,0,Visa,65,777.26,Biometric,0.754,0
121.62,POS,81593.61,Laptop,London,Restaurants,0,Visa,6,456.18,Password,0.0337,0
87.04,Online,11610.79,Mobile,London,Groceries,0,Visa,22,1451.92,OTP,0.9626,1
194.6,POS,78033.94,Tablet,Sydney,Groceries,0,Visa,5,2566.55,Biometric,0.5203,1
398.34,POS,67433.56,Laptop,New York,Travel,0,Visa,66,2587.49,Biometric,0.3007,0
69.33,ATM Withdrawal,42937.43,Tablet,London,Restaurants,0,Visa,162,2537.11,OTP,0.6831,1
303.07,Online,86669.96,Tablet,Mumbai,Electronics,0,Visa,59,196.9,Biometric,0.0219,0
114.18,Online,45563.07,Tablet,Tokyo,Electronics,1,Mastercard,169,3797.71,Biometric,0.4773,0
104.0,POS,38911.04,Mobile,New York,Restaurants,0,Mastercard,27,260.87,Biometric,0.8441,0
159.79,ATM Withdrawal,18793.21,Tablet,Tokyo,Restaurants,0,Mastercard,232,1219.9,Password,0.1914,1
18.32,Bank Transfer,6137.55,Mobile,Sydney,Clothing,1,Visa,154,956.52,OTP,0.2195,0
31.86,Online,37460.08,Mobile,New York,Restaurants,0,Mastercard,94,1733.76,PIN,0.689,0
163.84,POS,5172.52,Mobile,New York,Travel,0,Mastercard,159,2096.99,OTP,0.9336,1
362.75,POS,93396.43,Mobile,London,Clothing,0,Visa,233,4120.68,PIN,0.0877,0
193.45,Bank Transfer,13867.89,Laptop,New York,Clothing,0,Discover,174,339.66,Biometric,0.0115,1
118.65,POS,21372.52,Tablet,London,Groceries,0,Amex,227,24.27,OTP,0.5198,0
12.38,Bank Transfer,70517.75,Laptop,Mumbai,Clothing,1,Mastercard,15,3843.86,OTP,0.7864,0
56.84,Online,97367.47,Laptop,Sydney,Travel,0,Amex,29,3268.3,PIN,0.7106,0
43.46,Bank Transfer,43293.65,Laptop,London,Electronics,1,Visa,225,2700.34,PIN,0.1946,0
85.34,POS,49121.59,Mobile,Mumbai,Clothing,0,Amex,228,1321.86,PIN,0.5146,1
261.16,Online,13402.88,Tablet,Sydney,Restaurants,0,Visa,228,2760.93,Biometric,0.2698,1
65.34,POS,82681.64,Laptop,New York,Restaurants,0,Mastercard,148,4801.34,Password,0.2579,0
2.99,POS,99714.28,Tablet,London,Electronics,0,Amex,239,1439.44,OTP,0.1641,1
30.5,POS,38956.96,Mobile,New York,Groceries,1,Discover,92,1699.27,Password,0.7857,0
212.29,ATM Withdrawal,84912.88,Mobile,London,Restaurants,0,Visa,223,2140.6,PIN,0.2342,0
474.03,POS,40397.37,Laptop,Tokyo,Clothing,0,Amex,8,836.4,Biometric,0.2974,0
75.55,Bank Transfer,18799.05,Tablet,London,Groceries,0,Discover,198,4277.57,Password,0.2515,0
125.52,Bank Transfer,65378.49,Laptop,Mumbai,Electronics,0,Visa,132,561.82,PIN,0.5967,0
64.75,Online,92978.57,Tablet,Sydney,Travel,0,Mastercard,83,1351.23,Password,0.8314,0
296.82,POS,42401.59,Laptop,New York,Electronics,0,Mastercard,199,2333.81,Password,0.4857,1
165.97,POS,21439.19,Laptop,New York,Travel,0,Discover,22,4094.87,Biometric,0.9508,1
29.14,Online,63287.94,Mobile,Tokyo,Travel,0,Visa,63,2176.85,Biometric,0.7024,0
4.71,Bank Transfer,89889.2,Mobile,Sydney,Travel,0,Visa,35,3999.22,Biometric,0.0099,0
118.44,POS,20351.84,Mobile,Tokyo,Groceries,0,Discover,98,2095.81,Password,0.7456,0
77.22,Bank Transfer,3626.47,Laptop,New York,Groceries,1,Discover,126,4114.97,Password,0.2794,0
122.55,Bank Transfer,18872.05,Mobile,Mumbai,Electronics,1,Discover,178,4531.46,Password,0.6807,0
333.24,POS,57862.58,Laptop,Tokyo,Travel,0,Mastercard,96,1467.86,OTP,0.1383,0
385.06,Bank Transfer,47713.01,Mobile,Mumbai,Clothing,0,Visa,221,2996.86,PIN,0.8356,0
121.23,ATM Withdrawal,88302.7,Tablet,New York,Clothing,1,Amex,156,4333.07,Biometric,0.314,0
95.52,ATM Withdrawal,24874.3,Laptop,London,Electronics,0,Amex,187,4270.76,OTP,0.5532,0
111.33,Bank Transfer,50747.56,Tablet,Tokyo,Groceries,0,Amex,181,4807.22,OTP,0.5853,0
34.95,Bank Transfer,45333.49,Laptop,New York,Restaurants,0,Discover,75,2043.87,PIN,0.1567,0
151.85,Bank Transfer,91491.3,Laptop,Sydney,Groceries,0,Discover,177,3371.78,OTP,0.8373,0
152.91,Bank Transfer,38546.26,Laptop,Sydney,Restaurants,0,Amex,116,3287.58,Password,0.0154,0
3.65,Bank Transfer,28118.38,Laptop,Tokyo,Clothing,0,Mastercard,139,1098.48,Biometric,0.8887,1
48.86,Online,95640.22,Tablet,London,Restaurants,0,Discover,74,430.71,Biometric,0.2478,0
19.41,ATM Withdrawal,49938.2,Laptop,London,Electronics,0,Discover,128,2535.34,PIN,0.3726,1
55.68,Bank Transfer,30207.98,Laptop,London,Restaurants,0,Visa,12,2225.3,PIN,0.246,1
160.71,ATM Withdrawal,93139.17,Mobile,Sydney,Travel,0,Discover,10,1174.47,Biometric,0.2582,1
80.9,Bank Transfer,11574.48,Laptop,Sydney,Travel,1,Discover,21,988.37,PIN,0.2151,1
43.55,ATM Withdrawal,68074.13,Tablet,London,Groceries,0,Mastercard,94,4835.38,OTP,0.6968,0
84.65,ATM Withdrawal,22487.86,Laptop,London,Clothing,0,Amex,16,4467.27,PIN,0.9629,1
163.54,Bank Transfer,61269.27,Laptop,Tokyo,Travel,0,Visa,165,4266.0,Password,0.3704,1
88.02,POS,4669.26,Tablet,Sydney,Travel,0,Amex,186,4775.68,OTP,0.1692,0
401.89,ATM Withdrawal,89370.87,Tablet,Sydney,Electronics,0,Amex,151,3568.65,PIN,0.8927,1
98.78,ATM Withdrawal,41372.99,Mobile,Tokyo,Groceries,1,Amex,24,1903.38,PIN,0.2458,1
61.04,ATM Withdrawal,82548.5,Tablet,Mumbai,Clothing,0,Discover,59,3965.71,OTP,0.2616,0
103.09,Online,21770.68,Mobile,New York,Groceries,0,Amex,239,1116.43,Password,0.8476,1
197.69,ATM Withdrawal,24143.6,Tablet,New York,Electronics,0,Mastercard,198,1239.44,PIN,0.1215,0
13.86,ATM Withdrawal,48561.74,Laptop,Tokyo,Restaurants,0,Visa,143,3321.54,PIN,0.4526,0
271.46,ATM Withdrawal,23890.78,Mobile,New York,Clothing,0,Discover,8,777.29,PIN,0.9097,1
0.07,Online,98649.5,Tablet,Tokyo,Travel,0,Amex,158,4398.39,PIN,0.4891,1
40.1,Online,53640.0,Tablet,Sydney,Electronics,0,Amex,209,192.92,Biometric,0.1415,0
12.4,Online,47425.93,Tablet,Sydney,Clothing,0,Discover,149,4906.17,OTP,0.9115,1
22.79,ATM Withdrawal,77310.68,Tablet,Tokyo,Clothing,0,Amex,137,2215.06,Biometric,0.8461,0
21.07,ATM Withdrawal,79684.5,Tablet,London,Restaurants,0,Visa,65,4129.17,Password,0.4065,0
135.01,POS,61316.15,Laptop,New York,Groceries,0,Discover,122,3313.74,OTP,0.8301,0
176.03,POS,49276.16,Mobile,London,Electronics,0,Amex,182,579.71,OTP,0.2655,0
39.99,ATM Withdrawal,29801.29,Tablet,Sydney,Groceries,0,Amex,50,4142.44,Biometric,0.0141,0
1.16,Bank Transfer,58025.55,Mobile,Tokyo,Clothing,0,Visa,19,103.28,PIN,0.7624,0
3.64,Online,68155.07,Tablet,London,Clothing,0,Amex,121,3336.13,OTP,0.352,1
20.13,Bank Transfer,11879.25,Tablet,London,Travel,0,Discover,30,4242.63,PIN,0.6251,0
9.52,Bank Transfer,86300.96,Laptop,Tokyo,Electronics,0,Amex,234,1969.15,PIN,0.4772,0
53.5,ATM Withdrawal,28610.51,Mobile,New York,Restaurants,0,Amex,83,1538.57,Biometric,0.5407,0
109.47,POS,30960.97,Tablet,Sydney,Travel,0,Mastercard,12,4777.17,Password,0.6015,0
113.21,Bank Transfer,49936.64,Tablet,New York,Electronics,0,Visa,231,3282.14,OTP,0.6819,0
32.01,ATM Withdrawal,65729.62,Tablet,Tokyo,Travel,0,Discover,58,4261.38,PIN,0.2693,0
80.32,Bank Transfer,39332.53,Tablet,New York,Clothing,0,Amex,2,992.72,Biometric,0.154,1
51.89,Online,45934.1,Mobile,Tokyo,Groceries,0,Amex,218,4790.61,Password,0.8224,1
39.0,Online,37195.42,Tablet,London,Electronics,0,Discover,72,4897.74,Biometric,0.5568,0
46.1,Bank Transfer,39197.01,Mobile,London,Groceries,0,Amex,57,313.64,OTP,0.7625,1
30.81,ATM Withdrawal,5358.68,Laptop,Sydney,Groceries,0,Discover,131,4819.26,PIN,0.1345,0
31.91,Bank Transfer,70254.77,Tablet,Mumbai,Clothing,0,Visa,44,187.25,Biometric,0.0585,1
77.41,Bank Transfer,23733.43,Mobile,Tokyo,Restaurants,0,Visa,90,3002.01,Biometric,0.9903,1
232.08,Bank Transfer,1083.05,Tablet,Tokyo,Travel,0,Visa,152,3672.57,Biometric,0.3068,0
30.53,Bank Transfer,47907.38,Laptop,Sydney,Restaurants,0,Mastercard,79,2258.86,Biometric,0.6991,0
92.48,ATM Withdrawal,14782.26,Laptop,New York,Electronics,0,Visa,178,4774.17,Password,0.2778,0
144.87,Bank Transfer,45064.29,Laptop,New York,Travel,0,Discover,108,1538.27,Password,0.1271,0
230.41,POS,59661.76,Laptop,New York,Groceries,0,Visa,133,1361.37,Password,0.2602,1
75.91,Online,98308.18,Mobile,London,Groceries,0,Visa,41,2458.15,Biometric,0.3561,0
263.4,Bank Transfer,54355.6,Tablet,New York,Groceries,0,Visa,199,850.39,OTP,0.3187,1
14.96,POS,1373.83,Mobile,London,Restaurants,0,Discover,239,434.19,Password,0.8725,1
134.88,Online,65932.98,Mobile,Sydney,Travel,0,Visa,188,1710.38,Biometric,0.3986,1
133.87,Online,11715.67,Tablet,New York,Clothing,1,Discover,149,3912.97,Password,0.6768,0
30.51,ATM Withdrawal,29580.16,Mobile,Mumbai,Clothing,0,Visa,140,1987.04,Password,0.4181,0
110.67,ATM Withdrawal,58855.79,Tablet,London,Travel,0,Visa,14,2408.44,PIN,0.2638,1
219.58,Bank Transfer,93795.5,Laptop,Sydney,Restaurants,0,Mastercard,193,3462.51,Biometric,0.5366,0
234.11,POS,43514.63,Tablet,London,Restaurants,0,Discover,110,4182.21,Password,0.7655,0
69.93,POS,37020.6,Mobile,Tokyo,Travel,0,Amex,217,2561.48,Password,0.8557,1
76.71,POS,79803.2,Mobile,Mumbai,Clothing,0,Mastercard,147,4865.91,Password,0.2989,0
1.53,ATM Withdrawal,81088.85,Tablet,London,Restaurants,0,Mastercard,209,4948.24,PIN,0.4134,0
47.51,Bank Transfer,60414.03,Laptop,Tokyo,Travel,0,Mastercard,172,2509.15,Biometric,0.9419,1
50.27,Bank Transfer,26772.78,Mobile,Mumbai,Groceries,0,Discover,196,99.95,Password,0.3726,0
40.45,ATM Withdrawal,46477.55,Laptop,Tokyo,Groceries,0,Mastercard,56,4674.29,OTP,0.2106,0
323.29,POS,29975.8,Laptop,London,Clothing,1,Mastercard,206,2434.24,Password,0.3211,1
57.21,POS,13568.09,Mobile,New York,Groceries,0,Amex,91,3210.97,PIN,0.3373,0
12.43,POS,36633.62,Laptop,New York,Travel,0,Mastercard,52,2738.55,PIN,0.3655,0
66.68,Bank Transfer,79918.25,Laptop,Tokyo,Clothing,0,Visa,3,2222.22,PIN,0.7395,0
10.49,Online,26441.83,Mobile,Mumbai,Electronics,0,Mastercard,19,4275.3,PIN,0.7015,0
18.3,ATM Withdrawal,11721.22,Mobile,Tokyo,Groceries,0,Mastercard,145,3117.98,OTP,0.9268,1
184.28,POS,95353.69,Tablet,Mumbai,Groceries,0,Discover,86,3597.95,Biometric,0.0618,1
94.95,Bank Transfer,95094.21,Mobile,Tokyo,Electronics,0,Discover,155,1681.69,OTP,0.8926,1
35.82,Bank Transfer,83269.04,Mobile,Tokyo,Clothing,0,Mastercard,195,2204.16,Password,0.9251,1
30.38,POS,81156.95,Laptop,Tokyo,Electronics,0,Visa,148,4500.43,Biometric,0.6982,1
30.92,Bank Transfer,92894.38,Laptop,Tokyo,Groceries,0,Discover,76,2222.17,Password,0.3426,0
2.48,Bank Transfer,12838.68,Laptop,Mumbai,Electronics,0,Mastercard,101,1559.45,Biometric,0.9235,1
100.22,ATM Withdrawal,94484.44,Tablet,New York,Restaurants,0,Amex,197,1630.41,OTP,0.73,0
194.33,Bank Transfer,45797.09,Mobile,Tokyo,Restaurants,0,Visa,43,3908.16,Password,0.4227,0
91.7,Bank Transfer,49909.75,Laptop,New York,Groceries,0,Visa,187,2113.49,Biometric,0.9302,1
193.02,ATM Withdrawal,67064.13,Laptop,New York,Groceries,0,Discover,95,3706.14,Biometric,0.6923,0
202.05,ATM Withdrawal,40179.28,Tablet,Mumbai,Travel,1,Amex,26,4572.04,Biometric,0.9383,1
81.03,Bank Transfer,80927.82,Tablet,Mumbai,Clothing,0,Amex,18,2562.77,Password,0.4553,0
55.83,ATM Withdrawal,66597.02,Laptop,Sydney,Restaurants,1,Mastercard,201,2814.88,OTP,0.2433,0
111.25,Bank Transfer,27754.32,Laptop,London,Electronics,0,Discover,84,2310.93,Biometric,0.625,0
6.67,POS,40215.69,Tablet,New York,Electronics,0,Mastercard,238,3289.32,OTP,0.2287,0
10.08,POS,53553.72,Laptop,New York,Clothing,1,Visa,58,956.96,PIN,0.026,0
12.3,Bank Transfer,32520.29,Mobile,New York,Clothing,1,Discover,9,1492.59,Password,0.5097,0
58.21,Online,22357.75,Tablet,London,Clothing,0,Visa,43,3797.57,Biometric,0.0001,0
252.14,POS,84320.92,Laptop,New York,Restaurants,0,Visa,210,2298.98,Biometric,0.9031,1
191.45,Bank Transfer,84345.22,Laptop,Mumbai,Electronics,0,Visa,144,1559.51,Biometric,0.8349,0
75.62,Online,52843.59,Tablet,Tokyo,Clothing,0,Visa,193,3532.09,OTP,0.7055,1
57.55,POS,10678.86,Tablet,Mumbai,Groceries,0,Discover,79,1759.52,Password,0.8926,1
177.35,Online,72003.55,Mobile,Tokyo,Clothing,0,Amex,235,1955.97,PIN,0.5493,0
162.54,Online,39728.48,Mobile,New York,Restaurants,0,Mastercard,43,2740.71,OTP,0.7656,1
265.69,POS,54146.94,Laptop,Sydney,Travel,0,Amex,44,6.74,Password,0.0129,0
62.33,Bank Transfer,22245.77,Laptop,London,Electronics,0,Amex,30,4286.57,PIN,0.648,0
393.54,Online,6696.74,Laptop,Tokyo,Restaurants,0,Visa,179,1250.67,Biometric,0.32,0
219.6,ATM Withdrawal,61400.12,Tablet,Tokyo,Groceries,0,Amex,46,4828.65,OTP,0.6147,1
67.52,POS,58549.36,Mobile,Tokyo,Electronics,0,Amex,223,4419.41,Biometric,0.5387,0
174.22,ATM Withdrawal,74878.49,Tablet,Mumbai,Restaurants,0,Discover,88,1526.32,Password,0.1943,0
248.79,Bank Transfer,75066.31,Tablet,Sydney,Restaurants,0,Discover,222,1931.2,PIN,0.2174,1
169.8,Bank Transfer,90841.5,Laptop,London,Groceries,0,Mastercard,161,948.98,PIN,0.3681,0
55.39,POS,49310.81,Laptop,London,Electronics,0,Visa,209,433.09,OTP,0.8963,1
13.25,Online,47608.34,Tablet,New York,Clothing,0,Amex,183,1647.75,Biometric,0.819,0
29.77,Bank Transfer,95067.25,Mobile,Mumbai,Electronics,0,Amex,60,4598.39,PIN,0.0726,1
28.41,ATM Withdrawal,12643.31,Laptop,New York,Travel,0,Visa,128,588.18,OTP,0.741,0
62.95,Bank Transfer,74379.39,Mobile,London,Groceries,0,Mastercard,202,1386.18,PIN,0.3783,0
76.65,Online,21316.98,Tablet,New York,Electronics,0,Mastercard,128,3654.98,OTP,0.1732,0
30.73,Bank Transfer,75307.4,Laptop,New York,Travel,0,Mastercard,143,686.09,Password,0.7357,0
166.57,Bank Transfer,12895.08,Tablet,Mumbai,Clothing,0,Amex,236,4113.46,Biometric,0.9127,1
48.21,Online,25668.88,Laptop,Tokyo,Clothing,0,Discover,64,840.07,Biometric,0.1817,0
177.52,ATM Withdrawal,55998.5,Tablet,Sydney,Groceries,0,Visa,123,916.42,Biometric,0.7431,0
134.88,Bank Transfer,7855.69,Laptop,Tokyo,Groceries,0,Discover,107,2142.63,Password,0.0795,0
36.63,Bank Transfer,34118.71,Tablet,Sydney,Travel,0,Discover,215,415.99,PIN,0.4315,1
255.69,Online,26894.06,Laptop,Tokyo,Travel,0,Visa,46,3331.69,Biometric,0.9062,1
5.78,ATM Withdrawal,16388.92,Laptop,London,Travel,1,Amex,81,2819.19,Password,0.2715,1
54.81,ATM Withdrawal,23596.73,Tablet,Mumbai,Electronics,0,Discover,217,2450.4,PIN,0.598,0
6.78,Bank Transfer,16519.6,Laptop,Sydney,Travel,0,Mastercard,124,4599.5,Password,0.3532,0
6.69,Bank Transfer,21363.08,Tablet,Tokyo,Travel,0,Amex,29,486.49,OTP,0.7136,0
124.79,Bank Transfer,72097.6,Tablet,Sydney,Restaurants,0,Discover,30,1790.72,PIN,0.4281,0
35.67,ATM Withdrawal,30692.98,Tablet,Sydney,Groceries,0,Discover,1,1266.01,OTP,0.6943,1
103.97,Online,57444.84,Tablet,London,Restaurants,0,Visa,222,3453.16,Password,0.2603,0
84.3,POS,66637.77,Laptop,Sydney,Restaurants,1,Mastercard,87,1317.21,PIN,0.915,1
295.88,Online,5875.16,Laptop,London,Restaurants,0,Discover,170,2422.39,OTP,0.1664,1
7.88,POS,72371.99,Tablet,Mumbai,Restaurants,0,Mastercard,231,4935.28,Biometric,0.926,1
22.54,ATM Withdrawal,84532.92,Mobile,Tokyo,Electronics,0,Visa,84,1259.51,Biometric,0.1486,0
244.37,ATM Withdrawal,32062.31,Laptop,New York,Electronics,0,Amex,56,3578.64,Biometric,0.4578,1
4.9,Online,2258.0,Mobile,London,Travel,0,Visa,123,2325.17,OTP,0.8944,1
26.67,ATM Withdrawal,42644.22,Laptop,Sydney,Restaurants,0,Amex,137,3615.57,Biometric,0.1779,1
8.0,ATM Withdrawal,76424.9,Tablet,Tokyo,Clothing,0,Discover,88,3127.98,Biometric,0.8746,1
34.75,Online,99144.05,Mobile,London,Clothing,0,Discover,7,4481.99,Biometric,0.7019,1
118.51,Online,33687.2,Laptop,Sydney,Restaurants,0,Mastercard,122,2275.08,Biometric,0.2066,0
7.38,ATM Withdrawal,45016.52,Tablet,Tokyo,Clothing,0,Amex,188,4937.43,PIN,0.3433,0
49.46,Online,17330.71,Tablet,London,Electronics,0,Mastercard,148,4419.24,OTP,0.1274,0
74.45,ATM Withdrawal,37322.11,Tablet,London,Electronics,0,Mastercard,128,3165.47,Password,0.4669,0
57.14,ATM Withdrawal,50861.31,Laptop,New York,Clothing,0,Amex,212,670.46,OTP,0.4389,0
13.28,ATM Withdrawal,76870.82,Mobile,London,Restaurants,0,Discover,222,4336.99,Password,0.1938,0
81.8,ATM Withdrawal,9278.83,Mobile,Tokyo,Travel,0,Amex,19,3562.08,Password,0.5629,0
77.25,Online,61366.71,Mobile,Sydney,Electronics,0,Discover,235,3493.62,PIN,0.835,0
31.38,Bank Transfer,36128.21,Tablet,Mumbai,Groceries,0,Visa,114,3090.99,Biometric,0.5105,0
42.58,POS,14869.52,Laptop,Mumbai,Restaurants,0,Amex,157,4322.43,OTP,0.0671,0
195.05,ATM Withdrawal,95389.23,Mobile,Tokyo,Restaurants,0,Discover,131,3995.49,PIN,0.9785,1
49.55,POS,14385.35,Tablet,Sydney,Travel,1,Amex,139,3781.34,Password,0.4515,0
191.99,POS,64387.61,Mobile,London,Travel,0,Discover,125,1801.26,PIN,0.6552,0
14.01,POS,56008.68,Mobile,New York,Clothing,0,Amex,159,2632.15,Biometric,0.5897,0
198.66,POS,73019.27,Mobile,New York,Clothing,0,Amex,177,3717.29,PIN,0.0918,0
185.65,POS,93993.01,Mobile,Tokyo,Clothing,0,Visa,154,2277.55,OTP,0.5326,1
28.12,Online,36985.95,Laptop,New York,Restaurants,0,Mastercard,21,509.86,PIN,0.813,1
165.5,ATM Withdrawal,92214.93,Mobile,Sydney,Electronics,0,Mastercard,59,2190.19,OTP,0.9228,1
214.48,Bank Transfer,49902.77,Mobile,Sydney,Groceries,0,Mastercard,173,3681.57,Password,0.5687,1
0.36,Bank Transfer,58190.15,Laptop,Sydney,Electronics,0,Visa,44,1824.45,Password,0.7864,0
119.42,ATM Withdrawal,49228.23,Laptop,London,Electronics,0,Mastercard,84,2665.9,Password,0.6031,0
17.79,Bank Transfer,25184.67,Tablet,Sydney,Electronics,0,Discover,98,2714.01,OTP,0.6066,0
23.02,ATM Withdrawal,29820.87,Laptop,Tokyo,Travel,0,Amex,58,751.41,PIN,0.1428,0
76.17,POS,32866.67,Mobile,Tokyo,Travel,0,Amex,229,4345.13,Biometric,0.6356,0
540.05,Bank Transfer,79817.59,Laptop,Sydney,Groceries,0,Amex,184,3285.03,Password,0.2205,0
15.15,ATM Withdrawal,35959.91,Mobile,London,Electronics,0,Amex,57,4421.48,Password,0.3087,0
17.42,POS,12576.28,Laptop,Sydney,Groceries,0,Amex,12,537.53,PIN,0.7352,1
164.52,Online,85302.48,Laptop,Tokyo,Electronics,0,Visa,162,2125.03,Password,0.2423,1
179.19,Bank Transfer,18255.98,Tablet,Sydney,Clothing,0,Visa,216,2732.42,PIN,0.7132,0
119.85,ATM Withdrawal,80619.89,Laptop,New York,Restaurants,0,Amex,95,1389.49,PIN,0.1367,0
51.67,ATM Withdrawal,60639.84,Tablet,Mumbai,Restaurants,0,Amex,203,192.41,Password,0.6514,0
174.23,Online,92756.22,Laptop,Mumbai,Electronics,0,Mastercard,173,610.28,Biometric,0.7345,0
56.15,ATM Withdrawal,11551.06,Mobile,London,Clothing,0,Visa,175,2243.47,Password,0.6965,0
103.99,ATM Withdrawal,69270.68,Tablet,London,Travel,1,Mastercard,8,1813.11,Biometric,0.5485,0
84.87,Online,91715.34,Tablet,Sydney,Restaurants,1,Visa,221,565.49,PIN,0.6787,0
14.53,ATM Withdrawal,5753.08,Tablet,Tokyo,Groceries,0,Mastercard,92,152.75,Biometric,0.164,0
58.52,ATM Withdrawal,63534.82,Laptop,Mumbai,Groceries,0,Amex,159,103.65,PIN,0.2785,0
2.88,ATM Withdrawal,48612.6,Laptop,London,Electronics,0,Amex,81,1952.43,Biometric,0.7023,1
384.19,ATM Withdrawal,10374.95,Mobile,Mumbai,Restaurants,0,Amex,204,1127.04,PIN,0.6719,1
28.92,ATM Withdrawal,43195.35,Tablet,Tokyo,Electronics,0,Mastercard,187,2017.85,Biometric,0.4459,1
38.57,POS,34907.02,Mobile,New York,Restaurants,0,Mastercard,102,4150.1,Biometric,0.7809,0
142.2,Online,24926.51,Mobile,Tokyo,Electronics,0,Discover,84,388.05,OTP,0.5751,0
97.23,ATM Withdrawal,56056.07,Laptop,New York,Restaurants,0,Visa,166,2383.74,OTP,0.5707,0
293.32,Online,9974.61,Tablet,Sydney,Restaurants,0,Visa,140,300.83,Password,0.5011,0
91.52,POS,15752.97,Mobile,Mumbai,Restaurants,0,Visa,84,4457.03,OTP,0.6448,1
60.58,POS,46401.91,Laptop,New York,Clothing,0,Discover,207,3571.44,PIN,0.0651,0
120.53,Online,58718.79,Mobile,Tokyo,Restaurants,0,Discover,7,1029.32,OTP,0.4576,0
17.24,ATM Withdrawal,66241.75,Mobile,Mumbai,Groceries,0,Mastercard,235,4236.66,Biometric,0.8009,1
289.5,POS,19077.66,Tablet,New York,Groceries,0,Amex,167,1396.34,Biometric,0.0148,0
0.13,Bank Transfer,33565.91,Tablet,London,Clothing,0,Discover,158,2008.34,OTP,0.4902,0
74.15,ATM Withdrawal,32160.62,Laptop,Tokyo,Restaurants,0,Visa,217,710.17,PIN,0.3852,0
164.72,ATM Withdrawal,9436.26,Laptop,Mumbai,Clothing,0,Visa,147,4774.09,PIN,0.6795,0
102.37,POS,81341.06,Laptop,Tokyo,Clothing,0,Mastercard,80,2382.78,PIN,0.6051,0
